date,delay,distance,origin,destination,carrier
1062200,-2,399,DCA,BOS,US
1060600,347,214,DCA,LGA,US
1060600,0,214,LGA,DCA,US
1060700,15,214,DCA,LGA,US
1060700,125,214,LGA,DCA,US
1060800,111,214,DCA,LGA,US
1060800,-480,214,LGA,DCA,US
1060900,174,214,DCA,LGA,US
1060900,-540,214,LGA,DCA,US
1061000,-600,214,DCA,LGA,US
1061000,0,214,LGA,DCA,US
1061100,-660,214,DCA,LGA,US
1061100,-660,214,LGA,DCA,US
1061200,255,214,DCA,LGA,US
1061200,333,214,LGA,DCA,US
1061300,-780,214,DCA,LGA,US
1061300,2,214,LGA,DCA,US
1061400,-840,214,DCA,LGA,US
1061400,280,214,LGA,DCA,US
1061500,22,214,DCA,LGA,US
1061500,-900,214,LGA,DCA,US
1061600,-960,214,DCA,LGA,US
1061600,-960,214,LGA,DCA,US
1061700,-1020,214,DCA,LGA,US
1061700,-4,214,LGA,DCA,US
1061800,103,214,DCA,LGA,US
1061800,-1080,214,LGA,DCA,US
1061900,22,214,DCA,LGA,US
1061900,188,214,LGA,DCA,US
1062000,37,214,DCA,LGA,US
1062000,79,214,LGA,DCA,US
1062200,62,214,DCA,LGA,US
1062100,5,214,LGA,DCA,US
1060825,7,2089,DCA,LAS,US
1061330,-9,2089,LAS,DCA,US
1060947,-3,1979,PHX,DCA,US
1060653,-4,257,RIC,CLT,US
1060700,-3,1979,DCA,PHX,US
1061720,22,331,DCA,CLT,US
1061025,36,1979,DCA,PHX,US
1061340,-2,1979,PHX,DCA,US
1060850,103,814,TPA,DCA,US
1061640,0,331,CLT,DCA,US
1061730,145,119,PHL,DCA,US
1061946,13,331,CLT,DCA,US
1060835,163,759,DCA,MCO,US
1061154,192,759,MCO,DCA,US
1061630,-4,290,CLT,ORF,US
1060940,54,331,CLT,DCA,US
1061135,38,331,CLT,DCA,US
1060740,153,331,CLT,DCA,US
1060515,-3,290,ORF,CLT,US
1061300,54,331,CLT,DCA,US
1061610,3,814,DCA,TPA,US
1061920,-7,814,TPA,DCA,US
1061750,-3,331,CLT,DCA,US
1061945,-1,857,DCA,PBI,US
1060700,-2,857,PBI,DCA,US
1061455,1,331,CLT,DCA,US
1061015,48,892,DCA,RSW,US
1061350,113,892,RSW,DCA,US
1061559,171,892,DCA,RSW,US
1061920,162,892,RSW,DCA,US
1061010,-610,814,DCA,TPA,US
1061318,-798,814,TPA,DCA,US
1060659,-5,331,DCA,CLT,US
1061515,93,119,DCA,PHL,US
1061145,93,814,DCA,TPA,US
1061500,101,814,TPA,DCA,US
1061045,40,331,DCA,CLT,US
1060700,-4,899,FLL,DCA,US
1061345,88,331,DCA,CLT,US
1061134,34,759,DCA,MCO,US
1061435,34,759,MCO,DCA,US
1061505,71,759,DCA,MCO,US
1061815,68,759,MCO,DCA,US
1061755,4,759,DCA,MCO,US
1061935,127,759,DCA,MCO,US
1061000,160,759,DCA,MCO,US
1061308,168,759,MCO,DCA,US
1061610,-3,257,CLT,RIC,US
1061100,0,290,ORF,CLT,US
1060845,74,759,MCO,DCA,US
1060540,-5,814,TPA,DCA,US
1060525,-3,257,RIC,CLT,US
1060555,-12,759,MCO,DCA,US
1060535,198,331,DCA,CLT,US
1060710,-3,290,ORF,CLT,US
1061730,87,204,DCA,PIT,US
1061750,-11,257,RIC,CLT,US
1061530,98,331,DCA,CLT,US
1062020,7,290,CLT,ORF,US
1060914,3,290,CLT,ORF,US
1271110,12,2288,LAX,IAD,UA
1131301,11,2288,LAX,IAD,UA
1060810,-3,2442,SFO,DCA,VX
1061700,32,2442,DCA,SFO,VX
1061000,85,2419,IAD,SFO,VX
1061125,-685,1184,DCA,DAL,VX
1060700,-5,1184,DAL,DCA,VX
1060730,359,1184,DCA,DAL,VX
1061410,-850,1184,DAL,DCA,VX
1061835,-6,1184,DCA,DAL,VX
1061820,47,2419,IAD,SFO,VX
1060930,-2,2419,SFO,IAD,VX
1061805,12,1184,DAL,DCA,VX
1060900,18,2288,IAD,LAX,VX
1061405,-2,2419,SFO,IAD,VX
1061705,9,2288,IAD,LAX,VX
1061350,79,274,CAK,DCA,WN
1061000,45,1184,DAL,DCA,WN
1060625,1,1184,DAL,DCA,WN
1061810,38,1184,DAL,DCA,WN
1061235,36,1184,DAL,DCA,WN
1061510,-910,1184,DAL,DCA,WN
1062010,9,1184,DAL,DCA,WN
1060905,-545,547,DCA,ATL,WN
1061650,29,547,DCA,ATL,WN
1060600,-360,547,DCA,ATL,WN
1061205,5,547,DCA,ATL,WN
1062055,-1255,547,DCA,ATL,WN
1061420,16,547,DCA,ATL,WN
1061655,32,1315,DCA,AUS,WN
1061535,31,562,DCA,BNA,WN
1061200,5,562,DCA,BNA,WN
1060610,-2,562,DCA,BNA,WN
1062050,-3,274,DCA,CAK,WN
1060900,-540,1184,DCA,DAL,WN
1062050,58,1184,DCA,DAL,WN
1061100,-660,1184,DCA,DAL,WN
1061655,42,1184,DCA,DAL,WN
1061245,4,1184,DCA,DAL,WN
1060655,237,1184,DCA,DAL,WN
1061920,37,1218,DCA,HOU,WN
1060600,-7,1218,DCA,HOU,WN
1061410,-850,1218,DCA,HOU,WN
1061205,-725,1218,DCA,HOU,WN
1060755,27,500,DCA,IND,WN
1061730,12,500,DCA,IND,WN
1061545,34,949,DCA,MCI,WN
1061135,132,601,DCA,MDW,WN
1061905,77,601,DCA,MDW,WN
1060800,-480,601,DCA,MDW,WN
1061415,-855,601,DCA,MDW,WN
1060640,-10,601,DCA,MDW,WN
1061525,-925,601,DCA,MDW,WN
1061805,1,601,DCA,MDW,WN
1062055,11,601,DCA,MDW,WN
1061650,38,601,DCA,MDW,WN
1060705,19,634,DCA,MKE,WN
1061555,37,634,DCA,MKE,WN
1061930,32,634,DCA,MKE,WN
1061355,-835,969,DCA,MSY,WN
1060900,-540,969,DCA,MSY,WN
1061105,-665,892,DCA,RSW,WN
1061855,1,719,DCA,STL,WN
1060630,4,719,DCA,STL,WN
1061200,19,719,DCA,STL,WN
1061100,12,814,DCA,TPA,WN
1061950,76,814,DCA,TPA,WN
1061305,107,1452,DEN,IAD,WN
1061805,102,1452,DEN,IAD,WN
1061015,10,1452,DEN,IAD,WN
1061205,28,1218,HOU,DCA,WN
1060735,-455,1218,HOU,DCA,WN
1061940,26,1218,HOU,DCA,WN
1061505,116,1218,HOU,DCA,WN
1061150,34,949,MCI,DCA,WN
1061810,31,655,MCO,ORF,WN
1062015,0,667,MCO,RIC,WN
1060535,-335,601,MDW,DCA,WN
1062105,43,601,MDW,DCA,WN
1061605,57,601,MDW,DCA,WN
1060820,-500,601,MDW,DCA,WN
1061200,-720,601,MDW,DCA,WN
1061335,54,601,MDW,DCA,WN
1061930,-1170,601,MDW,DCA,WN
1061735,2,601,MDW,DCA,WN
1061050,-650,601,MDW,DCA,WN
1062105,67,577,MDW,IAD,WN
1061000,132,577,MDW,IAD,WN
1061325,41,704,MDW,ORF,WN
1060730,-450,634,MKE,DCA,WN
1061425,8,634,MKE,DCA,WN
1061745,0,634,MKE,DCA,WN
1060850,-530,969,MSY,DCA,WN
1061935,-3,969,MSY,DCA,WN
1062025,18,159,ORF,BWI,WN
1060820,-6,159,ORF,BWI,WN
1061320,132,159,ORF,BWI,WN
1061000,249,655,ORF,MCO,WN
1061655,41,704,ORF,MDW,WN
1062115,36,547,ATL,DCA,WN
1060700,-3,547,ATL,DCA,WN
1060945,-585,547,ATL,DCA,WN
1061840,301,547,ATL,DCA,WN
1061140,-700,547,ATL,DCA,WN
1061520,14,547,ATL,DCA,WN
1062045,24,481,ATL,RIC,WN
1061035,1,481,ATL,RIC,WN
1061400,-2,481,ATL,RIC,WN
1061215,25,1315,AUS,DCA,WN
1060735,-455,562,BNA,DCA,WN
1061745,29,562,BNA,DCA,WN
1061110,-670,562,BNA,DCA,WN
1060835,204,159,BWI,ORF,WN
1062210,50,159,BWI,ORF,WN
1061200,91,159,BWI,ORF,WN
1060915,0,1452,IAD,DEN,WN
1061850,95,1452,IAD,DEN,WN
1061310,133,1452,IAD,DEN,WN
1061755,39,2065,IAD,LAS,WN
1060635,9,577,IAD,MDW,WN
1061645,0,577,IAD,MDW,WN
1061555,15,2253,IAD,SAN,WN
1061700,102,500,IND,DCA,WN
1060635,-8,500,IND,DCA,WN
1060855,-1,2065,LAS,IAD,WN
1061315,-5,481,RIC,ATL,WN
1060620,-3,481,RIC,ATL,WN
1061625,-4,481,RIC,ATL,WN
1060700,-4,667,RIC,MCO,WN
1061250,40,892,RSW,DCA,WN
1060940,26,2253,SAN,IAD,WN
1061910,20,719,STL,DCA,WN
1060840,-520,719,STL,DCA,WN
1061535,0,719,STL,DCA,WN
1060845,117,814,TPA,DCA,WN
1061805,59,814,TPA,DCA,WN
1071600,30,1192,DCA,DFW,AA
1071130,-5,1192,DFW,DCA,AA
1070625,-5,1172,IAD,DFW,AA
1072020,29,1172,DFW,IAD,AA
1071745,48,1192,DCA,DFW,AA
1070734,-9,1192,DCA,DFW,AA
1071655,-1,1192,DFW,DCA,AA
1070955,6,612,DCA,ORD,AA
1070620,-4,612,ORD,DCA,AA
1071225,-1,2311,LAX,DCA,AA
1070840,24,2311,DCA,LAX,AA
1071830,18,2288,IAD,LAX,AA
1241301,11,2288,LAX,IAD,UA
1070844,4,1192,DCA,DFW,AA
1071510,0,612,DCA,ORD,AA
1071135,-8,612,ORD,DCA,AA
1070600,-2,1192,DCA,DFW,AA
1071030,20,1192,DFW,DCA,AA
1071240,-1,1212,DFW,ORF,AA
1071708,-24,1212,ORF,DFW,AA
1071000,12,1192,DCA,DFW,AA
1071555,11,1192,DFW,DCA,AA
1071810,126,213,DCA,JFK,AA
1071600,90,213,JFK,DCA,AA
1071145,-8,612,DCA,ORD,AA
1070811,-7,612,ORD,DCA,AA
1071805,23,919,DCA,MIA,AA
1071425,-5,919,MIA,DCA,AA
1070820,-1,2311,LAX,DCA,AA
1071710,-5,2311,DCA,LAX,AA
1071335,4,1192,DFW,DCA,AA
1070658,-3,1212,ORF,DFW,AA
1071719,111,921,IAD,MIA,AA
1071410,42,921,MIA,IAD,AA
1070600,-3,612,DCA,ORD,AA
1071950,-4,919,MIA,DCA,AA
1071845,-4,1158,DFW,RIC,AA
1072100,-2,919,DCA,MIA,AA
1071250,-1,919,DCA,MIA,AA
1070925,2,919,MIA,DCA,AA
1070840,2,1172,DFW,IAD,AA
1071307,-15,1172,IAD,DFW,AA
1071459,83,1192,DCA,DFW,AA
1070830,-1,612,DCA,ORD,AA
1071505,3,1172,DFW,IAD,AA
1071928,8,1172,IAD,DFW,AA
1071835,-5,919,MIA,DCA,AA
1070650,54,1158,RIC,DFW,AA
1070800,-2,2288,IAD,LAX,AA
1070840,1,919,DCA,MIA,AA
1070725,12,921,IAD,MIA,AA
1071440,5,919,DCA,MIA,AA
1071115,-2,919,MIA,DCA,AA
1021303,10,2288,LAX,IAD,UA
1070659,-2,919,DCA,MIA,AA
1071111,0,1192,DCA,DFW,AA
1070615,-7,1192,DFW,DCA,AA
1071552,-8,919,DCA,MIA,AA
1071225,-1,919,MIA,DCA,AA
1071231,-751,1192,DCA,DFW,AA
1070750,45,1192,DFW,DCA,AA
1071959,-3,919,DCA,MIA,AA
1071635,-4,919,MIA,DCA,AA
1071900,4,1192,DCA,DFW,AA
1071430,-2,1192,DFW,DCA,AA
1072010,7,612,ORD,DCA,AA
1072125,136,921,MIA,IAD,AA
1072055,-7,612,DCA,ORD,AA
1071720,0,612,ORD,DCA,AA
1071900,-5,612,DCA,ORD,AA
1071515,2,612,ORD,DCA,AA
1072205,-8,612,ORD,DCA,AA
1071615,-975,612,DCA,ORD,AA
1071240,-760,612,ORD,DCA,AA
1070640,-1,919,MIA,DCA,AA
1071910,45,1212,DFW,ORF,AA
1072000,30,1192,DFW,DCA,AA
1071330,39,1158,DFW,RIC,AA
1071752,26,1158,RIC,DFW,AA
1070800,38,2329,DCA,SEA,AS
1071410,-2,2329,SEA,DCA,AS
1071840,-7,2329,DCA,SEA,AS
1070815,-1,2329,SEA,DCA,AS
1070915,28,2311,DCA,LAX,AS
1071310,12,2311,LAX,DCA,AS
1070950,-3,2350,PDX,DCA,AS
1071710,-2,2350,DCA,PDX,AS
1070725,-3,444,CHS,DCA,B6
1070724,-10,814,TPA,DCA,B6
1070956,47,413,IAD,BOS,B6
1070614,-5,413,BOS,IAD,B6
1070615,-6,313,BDL,DCA,B6
1070720,-8,399,BOS,DCA,B6
1070800,-3,399,DCA,BOS,B6
1071100,-3,814,DCA,TPA,B6
1071445,32,814,TPA,DCA,B6
1070832,-3,857,DCA,PBI,B6
1071835,15,413,IAD,BOS,B6
1071612,-4,413,BOS,IAD,B6
1071959,1,474,BOS,RIC,B6
1070615,-3,474,RIC,BOS,B6
1070835,-4,399,BOS,DCA,B6
1071100,14,399,DCA,BOS,B6
1071431,6,399,DCA,BOS,B6
1071720,-1,313,BDL,DCA,B6
1071020,-2,399,BOS,DCA,B6
1070840,-4,313,DCA,BDL,B6
1071500,3,892,DCA,RSW,B6
1071820,42,892,RSW,DCA,B6
1071214,-7,399,BOS,DCA,B6
1071535,20,399,DCA,BOS,B6
1071559,3,634,DCA,JAX,B6
1071335,10,634,JAX,DCA,B6
1071140,21,857,PBI,DCA,B6
1070700,-12,759,DCA,MCO,B6
1071142,30,759,MCO,DCA,B6
1071930,15,814,DCA,TPA,B6
1071211,-1,474,BOS,RIC,B6
1071130,4,474,RIC,BOS,B6
1071655,-2,399,DCA,BOS,B6
1071717,12,399,BOS,DCA,B6
1071435,13,759,DCA,MCO,B6
1071855,0,759,MCO,DCA,B6
1071217,-4,444,DCA,CHS,B6
1071338,32,444,CHS,DCA,B6
1070901,0,474,BOS,RIC,B6
1071915,47,399,BOS,DCA,B6
1072000,-9,399,DCA,BOS,B6
1072000,5,313,DCA,BDL,B6
1071553,-3,805,RIC,FLL,B6
1072040,-5,805,FLL,RIC,B6
1071535,-7,399,BOS,DCA,B6
1071755,-6,399,DCA,BOS,B6
1071439,5,474,RIC,BOS,B6
1072055,-3,399,BOS,DCA,B6
1070700,-420,399,DCA,BOS,B6
1070646,-406,228,IAD,JFK,B6
1071000,37,759,DCA,MCO,B6
1070629,-11,899,DCA,FLL,B6
1071631,-6,474,BOS,RIC,B6
1071859,24,474,RIC,BOS,B6
1070801,-1,228,JFK,IAD,B6
1070841,45,228,IAD,JFK,B6
1070800,10,1554,DCA,SJU,B6
1071904,61,1554,SJU,DCA,B6
1070813,-4,667,RIC,MCO,B6
1071325,5,667,MCO,RIC,B6
1071030,-9,899,DCA,FLL,B6
1071354,-6,899,FLL,DCA,B6
1071750,-7,228,JFK,IAD,B6
1071240,14,899,DCA,FLL,B6
1070940,18,899,FLL,DCA,B6
1070637,-4,474,BOS,RIC,B6
1072042,27,899,FLL,DCA,B6
1070600,-5,399,DCA,BOS,B6
1071945,56,228,IAD,JFK,B6
1071359,13,612,DCA,ORD,AA
1071025,24,612,ORD,DCA,AA
1070600,-1,919,DCA,MIA,AA
1072110,0,919,MIA,DCA,AA
1071800,-2,1192,DFW,DCA,AA
1071608,3,759,MCO,DCA,B6
1072015,-4,759,DCA,MCO,B6
1070800,-7,759,MCO,DCA,B6
1070920,-6,634,DCA,JAX,B6
1070940,-2,634,JAX,DCA,B6
1071050,15,547,ATL,DCA,DL
1071400,-2,547,DCA,ATL,DL
1072030,-1,547,ATL,DCA,DL
1072000,-6,547,DCA,ATL,DL
1071702,7,1851,SLC,DCA,DL
1072045,-4,534,ATL,IAD,DL
1071210,27,481,ATL,RIC,DL
1071432,10,481,RIC,ATL,DL
1071539,33,516,ATL,ORF,DL
1071759,12,516,ORF,ATL,DL
1071910,-1,457,ATL,CHO,DL
1071910,-2,534,IAD,ATL,DL
1071645,3,534,ATL,IAD,DL
1070710,-2,357,ROA,ATL,DL
1070725,1,534,ATL,IAD,DL
1070940,2,534,IAD,ATL,DL
1072145,17,547,ATL,DCA,DL
1071100,3,547,DCA,ATL,DL
1070720,-4,405,DTW,DCA,DL
1070730,105,931,MSP,DCA,DL
1071920,0,547,ATL,DCA,DL
1071259,53,547,DCA,ATL,DL
1071845,-13,931,DCA,MSP,DL
1071500,11,931,MSP,DCA,DL
1070705,-1,481,RIC,ATL,DL
1070700,-1,534,IAD,ATL,DL
1071820,-3,547,ATL,DCA,DL
1071255,9,405,DCA,DTW,DL
1071027,-5,405,DTW,DCA,DL
1071459,-9,931,DCA,MSP,DL
1071055,-7,931,MSP,DCA,DL
1070605,-8,405,DCA,DTW,DL
1070940,0,1851,SLC,DCA,DL
1071720,-5,547,ATL,DCA,DL
1071500,-7,547,DCA,ATL,DL
1071900,-2,534,ATL,IAD,DL
1071305,-7,931,MSP,DCA,DL
1071620,-2,547,ATL,DCA,DL
1071600,-2,547,DCA,ATL,DL
1071500,-1,405,DCA,DTW,DL
1070550,-10,481,RIC,ATL,DL
1071145,74,931,DCA,MSP,DL
1072200,8,481,ATL,RIC,DL
1071710,-6,547,DCA,ATL,DL
1071730,-5,405,DCA,DTW,DL
1070830,-4,931,DCA,MSP,DL
1072200,-3,516,ATL,ORF,DL
1071420,-3,547,ATL,DCA,DL
1071726,0,405,DTW,DCA,DL
1070620,-3,931,DCA,MSP,DL
1071926,-3,931,MSP,DCA,DL
1071414,1,516,ATL,ORF,DL
1071628,-8,516,ORF,ATL,DL
1072100,12,357,ATL,ROA,DL
1071320,1,547,ATL,DCA,DL
1071900,10,547,DCA,ATL,DL
1071225,-3,405,DTW,DCA,DL
1070920,109,547,ATL,DCA,DL
1071002,-1,481,ATL,RIC,DL
1071220,-3,481,RIC,ATL,DL
1071950,-4,405,DTW,DCA,DL
1070820,-2,547,ATL,DCA,DL
1070950,30,405,DCA,DTW,DL
1070610,-6,534,IAD,ATL,DL
1071733,-1,516,ATL,ORF,DL
1071746,-4,534,IAD,ATL,DL
1071735,4,444,DCA,CHS,B6
1072059,-10,413,IAD,BOS,B6
1071835,-10,413,BOS,IAD,B6
1070908,9,474,RIC,BOS,B6
1072145,63,228,JFK,IAD,B6
1071858,-6,899,DCA,FLL,B6
1071618,-7,899,FLL,DCA,B6
1070610,11,399,BOS,DCA,B6
1071320,2,717,ORD,ORF,EV
1071434,-9,310,DCA,CLE,EV
1071445,58,383,DTW,IAD,EV
1071650,-4,596,IAD,HSV,EV
1072000,26,531,ORD,ROA,EV
1071233,-3,717,ORF,ORD,EV
1072107,4,277,EWR,RIC,EV
1070605,-4,288,CLE,IAD,EV
1071728,-6,310,DCA,CLE,EV
1071242,-9,310,CLE,DCA,EV
1070900,9,717,ORD,ORF,EV
1070836,-7,310,CLE,DCA,EV
1070614,-2,199,EWR,DCA,EV
1071950,-1,288,CLE,IAD,EV
1071700,50,288,IAD,CLE,EV
1071930,3,277,EWR,RIC,EV
1071029,-9,310,DCA,CLE,EV
1070527,24,1190,IAD,IAH,EV
1070759,9,199,DCA,EWR,EV
1071550,23,277,EWR,RIC,EV
1071704,-4,310,CLE,DCA,EV
1071657,6,717,ORF,ORD,EV
1071343,6,284,ORF,EWR,EV
1071441,21,212,EWR,IAD,EV
1071829,65,199,DCA,EWR,EV
1071511,21,199,EWR,DCA,EV
1072005,-12,199,DCA,EWR,EV
1070614,4,277,RIC,EWR,EV
1071536,-6,310,CLE,DCA,EV
1071856,47,310,DCA,CLE,EV
1070711,-8,277,RIC,EWR,EV
1071649,48,199,EWR,DCA,EV
1072129,3,199,EWR,DCA,EV
1071650,0,212,IAD,EWR,EV
1071013,0,288,CLE,IAD,EV
1072043,-7,310,CLE,DCA,EV
1070824,-3,288,IAD,CLE,EV
1071750,0,199,EWR,DCA,EV
1071447,-2,299,CMH,IAD,EV
1071705,-2,239,IAD,GSO,EV
1071623,1,642,ORD,RIC,EV
1071238,-5,299,IAD,CMH,EV
1071654,73,199,DCA,EWR,EV
1071433,-9,283,BUF,IAD,EV
1071720,24,515,IAD,SAV,EV
1070600,-6,284,ORF,EWR,EV
1071250,9,1157,IAH,RIC,EV
1071742,32,1157,RIC,IAH,EV
1071230,61,383,IAD,DTW,EV
1070944,76,515,SAV,IAD,EV
1070600,-3,310,DCA,CLE,EV
1071152,7,284,EWR,ORF,EV
1071430,37,515,SAV,IAD,EV
1071822,14,596,HSV,IAD,EV
1072150,47,100,IAD,RIC,EV
1070710,0,199,DCA,EWR,EV
1070710,69,531,ROA,ORD,EV
1072135,-1218,199,DCA,EWR,EV
1070710,-1,529,ORF,DTW,EV
1071216,-7,357,ATL,ROA,EV
1071400,-3,357,ROA,ATL,EV
1071945,-5,908,MSP,IAD,EV
1072045,144,305,LGA,CHO,EV
1070706,-9,305,CHO,LGA,EV
1071523,9,508,ATL,PHF,EV
1071726,-2,508,PHF,ATL,EV
1070700,47,474,BOS,RIC,EV
1070909,-5,357,ATL,ROA,EV
1071055,-6,357,ROA,ATL,EV
1071530,-930,292,LGA,RIC,EV
1071112,4,529,ORF,DTW,EV
1071026,11,457,ATL,CHO,EV
1071225,-6,457,CHO,ATL,EV
1070730,9,1851,DCA,SLC,DL
1071705,-3,1851,DCA,SLC,DL
1071640,-3,931,DCA,MSP,DL
1070600,1,547,DCA,ATL,DL
1070659,0,547,DCA,ATL,DL
1070727,-2,516,ATL,ORF,DL
1070939,-5,516,ORF,ATL,DL
1071951,-1,481,ATL,RIC,DL
1071115,0,534,ATL,IAD,DL
1071339,-6,534,IAD,ATL,DL
1070800,-1,547,DCA,ATL,DL
1071520,5,405,DTW,DCA,DL
1071432,-7,481,ATL,RIC,DL
1071639,3,481,RIC,ATL,DL
1070700,0,516,ORF,ATL,DL
1071735,4,931,MSP,DCA,DL
1071516,-6,534,ATL,IAD,DL
1071702,-1,481,ATL,RIC,DL
1071912,-6,481,RIC,ATL,DL
1071025,-4,516,ATL,ORF,DL
1071250,-3,516,ORF,ATL,DL
1070900,-1,547,DCA,ATL,DL
1071220,-1,547,ATL,DCA,DL
1070535,-2,516,ORF,ATL,DL
1070735,-5,405,DCA,DTW,DL
1071540,-3,481,ATL,RIC,DL
1071805,-7,481,RIC,ATL,DL
1070725,-3,481,ATL,RIC,DL
1070938,-11,481,RIC,ATL,DL
1072101,-2,508,ATL,PHF,EV
1070625,-5,508,PHF,ATL,EV
1071141,-6,508,ATL,PHF,EV
1071343,-5,508,PHF,ATL,EV
1070600,-5,456,RIC,DTW,EV
1071918,-1,970,MSP,RIC,EV
1070852,-4,970,RIC,MSP,EV
1071900,-1140,292,LGA,RIC,EV
1070632,-13,474,RIC,BOS,EV
1071430,-3,457,ATL,CHO,EV
1071620,-8,457,CHO,ATL,EV
1070905,-1,508,ATL,PHF,EV
1071105,0,508,PHF,ATL,EV
1070640,-5,457,CHO,ATL,EV
1070905,0,296,LGA,ORF,EV
1070940,-2,534,ATL,IAD,EV
1071427,10,326,BDL,IAD,EV
1071700,-10,474,RIC,BOS,EV
1071010,20,292,RIC,LGA,EV
1071935,3,456,DTW,RIC,EV
1071915,-5,474,BOS,RIC,EV
1071232,-6,326,IAD,BDL,EV
1070603,-363,229,LGA,IAD,EV
1071250,139,182,IAD,PIT,EV
1070920,-6,372,PVD,IAD,EV
1071942,-8,182,PIT,IAD,EV
1071922,-1162,229,LGA,IAD,EV
1072050,-1105,401,CAE,IAD,EV
1071930,190,326,RIC,CAE,EV
1070900,-1,229,IAD,LGA,EV
1071055,-655,229,LGA,IAD,EV
1071454,-1,357,ATL,ROA,EV
1071645,-11,357,ROA,ATL,EV
1070725,-445,908,IAD,MSP,EV
1071415,0,456,DTW,RIC,EV
1071644,-11,456,RIC,DTW,EV
1071637,72,642,RIC,ORD,EV
1071743,-1063,292,RIC,LGA,EV
1071352,-6,508,ATL,PHF,EV
1071550,-3,508,PHF,ATL,EV
1071719,0,182,IAD,PIT,EV
1071231,46,401,IAD,CAE,EV
1071015,-1,229,LGA,IAD,EV
1072153,85,534,IAD,ATL,EV
1070555,-4,326,BDL,IAD,EV
1070837,-6,182,IAD,PIT,EV
1071400,10,534,ATL,IAD,EV
1071231,0,229,IAD,LGA,EV
1070832,168,534,IAD,ATL,EV
1070601,-2,182,PIT,IAD,EV
1071234,11,372,IAD,PVD,EV
1071011,5,182,PIT,IAD,EV
1071655,1,534,IAD,ATL,EV
1071438,165,182,PIT,IAD,EV
1071712,-1032,229,IAD,LGA,EV
1071427,0,372,PVD,IAD,EV
1071701,27,401,IAD,CAE,EV
1071433,52,229,LGA,IAD,EV
1071912,12,401,CAE,IAD,EV
1072157,29,326,IAD,BDL,EV
1071921,20,534,ATL,IAD,EV
1072150,17,182,IAD,PIT,EV
1070816,-5,229,IAD,LGA,EV
1071432,46,401,CAE,IAD,EV
1071712,103,372,IAD,PVD,EV
1070935,-8,401,CAE,IAD,EV
1072153,-1313,229,IAD,LGA,EV
1072154,0,401,IAD,CAE,EV
1071935,67,212,EWR,IAD,EV
1071310,80,642,ORD,RIC,EV
1072223,16,284,EWR,ORF,EV
1070603,64,642,RIC,ORD,EV
1071015,25,212,EWR,IAD,EV
1071230,1,239,IAD,GSO,EV
1070715,10,1476,DCA,DEN,F9
1071130,-4,1476,DEN,DCA,F9
1071725,16,1476,DCA,DEN,F9
1070820,192,589,IAD,ORD,F9
1071250,92,589,ORD,IAD,F9
1071620,93,901,IAD,FLL,F9
1071950,95,901,FLL,IAD,F9
1070705,-14,811,IAD,TPA,F9
1071015,-7,811,TPA,IAD,F9
1071305,-6,2065,IAD,LAS,F9
1071600,-10,2065,LAS,IAD,F9
1070605,40,891,IAD,RSW,F9
1070935,22,891,RSW,IAD,F9
1071235,10,758,IAD,MCO,F9
1071540,26,758,MCO,IAD,F9
1071825,24,534,IAD,ATL,F9
1072055,31,534,ATL,IAD,F9
1071650,22,1476,DEN,DCA,F9
1070745,5,1476,DEN,DCA,F9
1071332,32,1476,DCA,DEN,F9
1071915,-9,239,GSO,IAD,EV
1072152,10,157,IAD,ORF,EV
1071428,6,239,GSO,IAD,EV
1071708,12,283,IAD,BUF,EV
1071915,-10,283,BUF,IAD,EV
1072158,3,296,IAD,SYR,EV
1070823,76,212,IAD,EWR,EV
1070550,-4,296,SYR,IAD,EV
1070815,-1,441,IAD,BTV,EV
1070545,0,288,ROC,IAD,EV
1070606,-4,212,EWR,IAD,EV
1071234,19,212,IAD,EWR,EV
1072152,-1,212,IAD,EWR,EV
1070545,1,441,BTV,IAD,EV
1070828,-6,157,IAD,ORF,EV
1071231,-1,283,IAD,BUF,EV
1071011,-3,157,ORF,IAD,EV
1071525,126,642,ORD,RIC,MQ
1071845,116,642,RIC,ORD,MQ
1070745,-6,642,ORD,RIC,MQ
1071106,-11,642,RIC,ORD,MQ
1070600,-8,642,RIC,ORD,MQ
1072145,31,213,JFK,DCA,MQ
1071530,10,290,JFK,ORF,MQ
1071729,-1049,213,JFK,DCA,MQ
1071048,236,213,DCA,JFK,MQ
1070848,167,213,JFK,DCA,MQ
1071620,41,296,LGA,ORF,MQ
1071825,25,296,ORF,LGA,MQ
1071425,-865,305,CHO,LGA,MQ
1071229,-749,305,LGA,CHO,MQ
1071935,0,213,DCA,JFK,MQ
1071745,6,802,ORF,MIA,MQ
1072010,-3,802,MIA,ORF,MQ
1071503,-903,213,DCA,JFK,MQ
1071305,230,213,JFK,DCA,MQ
1070602,-362,213,DCA,JFK,MQ
1071945,233,199,EWR,DCA,EV
1070615,-9,157,ORF,IAD,EV
1071215,20,515,IAD,SAV,EV
1071701,22,277,RIC,EWR,EV
1071908,-2,1157,IAH,RIC,EV
1070800,119,1157,RIC,IAH,EV
1070931,-3,802,MIA,ORF,MQ
1070610,-1,802,ORF,MIA,MQ
1070941,-581,296,LGA,ORF,MQ
1071138,-698,296,ORF,LGA,MQ
1071045,66,612,DCA,ORD,OO
1071445,-3,612,DCA,ORD,OO
1070732,-8,717,ORF,ORD,OO
